Customer_ID,Age,Gender,Income,Spending_Score,Education_Level,Marital_Status,Purchase_Amount,Num_Transactions,Product_Category,Loyalty_Score,Customer_Tenure
38393,30,Female,93719,3,High School,Single,1101.36,16,Beauty,44,14
38394,45,Male,26775,82,PhD,Divorced,373.41,45,Beauty,67,8
38395,66,Female,29754,80,High School,Divorced,3737.3,49,Beauty,5,8
38396,32,Female,42228,66,Master's,Divorced,3906.49,10,Furniture,80,2
38397,30,Female,62966,49,PhD,Married,4731.64,22,Groceries,36,10
38398,60,Male,101770,36,Master's,Married,4763.91,3,Beauty,33,12
38399,50,Female,94957,85,PhD,Divorced,3938.37,37,Beauty,89,4
38400,25,Male,38635,31,PhD,Single,2584.38,2,Groceries,52,13
38401,49,Female,26779,17,High School,Single,1875.14,29,Electronics,2,2
38402,54,Male,94165,50,Bachelor's,Single,158.18,7,Beauty,49,5
38403,65,Female,114148,83,High School,Single,2141.08,46,Groceries,74,4
38404,21,Female,50776,81,High School,Married,3411.75,41,Clothing,36,6
38405,68,Male,105174,32,Bachelor's,Married,4121.34,46,Electronics,7,10
38406,35,Female,39910,74,Master's,Divorced,2225.93,45,Electronics,14,6
38407,40,Female,108802,67,High School,Divorced,4503.06,29,Groceries,57,1
38408,46,Female,108157,38,PhD,Divorced,668.9,42,Electronics,67,8
38409,19,Female,94665,82,Bachelor's,Single,1067.3,1,Beauty,62,4
38410,30,Female,116074,92,PhD,Divorced,453.48,45,Furniture,97,5
38411,33,Male,91623,71,Master's,Married,3717.48,25,Electronics,22,8
38412,25,Male,71301,48,PhD,Divorced,663.34,12,Furniture,92,9
38413,36,Male,60091,70,PhD,Single,3607.41,41,Clothing,44,14
38414,49,Female,62891,54,Bachelor's,Single,4041.73,30,Electronics,2,10
38415,20,Male,100044,45,Master's,Divorced,4966.52,14,Beauty,65,14
38416,68,Female,89409,10,Bachelor's,Divorced,4653.3,1,Electronics,67,9
38417,66,Female,92286,2,Master's,Divorced,3363.67,14,Beauty,58,3
38418,49,Male,77078,84,High School,Married,375.11,31,Groceries,91,12
38419,58,Female,91508,99,Bachelor's,Married,540.27,5,Groceries,56,3
38420,38,Male,96239,19,Bachelor's,Single,2860.06,6,Electronics,84,5
38421,42,Male,42743,59,High School,Single,2899.18,41,Furniture,53,7
38422,34,Female,112373,75,Bachelor's,Divorced,1359.82,30,Groceries,49,8
38423,42,Male,32473,70,PhD,Single,638.5,34,Groceries,11,6
38424,50,Male,21288,23,High School,Single,558.9,32,Electronics,13,6
38425,48,Female,34060,75,PhD,Married,1999.04,1,Furniture,24,6
38426,53,Male,42382,99,Bachelor's,Single,3057.15,17,Clothing,69,5
38427,40,Male,29543,93,Bachelor's,Divorced,273.99,39,Clothing,81,11
38428,64,Female,32758,57,Bachelor's,Married,2833.16,1,Beauty,60,12
38429,61,Male,20048,29,Master's,Divorced,2696.81,37,Electronics,52,9
38430,42,Female,35497,16,Bachelor's,Single,4538.29,44,Beauty,34,3
38431,66,Female,69783,97,High School,Single,259.11,6,Beauty,72,5
38432,61,Male,60912,17,Master's,Married,2264.34,33,Beauty,33,9
38433,65,Female,81468,35,PhD,Single,2479.95,45,Groceries,56,1
38434,47,Female,40146,49,Bachelor's,Married,4054.77,15,Electronics,28,2
38435,30,Male,57042,37,Bachelor's,Divorced,675.29,42,Groceries,17,9
38436,60,Female,83425,19,High School,Single,311.99,8,Furniture,3,3
38437,64,Female,76842,84,Master's,Divorced,4477.78,28,Clothing,62,14
38438,46,Male,94567,69,Bachelor's,Married,3581.17,16,Beauty,7,9
38439,33,Male,42420,3,Bachelor's,Single,628.02,32,Electronics,78,10
38440,55,Female,70630,71,Master's,Married,1939.39,6,Groceries,40,5
38441,44,Female,55688,51,High School,Single,587.08,21,Beauty,19,11
38442,43,Male,119544,25,Master's,Single,3417.08,27,Groceries,95,11
38443,28,Female,43560,94,High School,Single,4763.97,32,Clothing,42,5
38444,64,Male,114057,51,Bachelor's,Married,4754.85,10,Groceries,49,4
38445,54,Female,52367,43,Master's,Divorced,868.82,24,Electronics,77,10
38446,20,Female,45130,80,PhD,Single,2276.71,19,Groceries,90,2
38447,43,Female,106693,9,Master's,Divorced,867.99,19,Clothing,42,5
38448,51,Female,80762,85,PhD,Divorced,3980.52,13,Furniture,22,9
38449,50,Female,46155,52,PhD,Divorced,1594.81,44,Beauty,1,1
38450,32,Female,78043,44,Master's,Married,3378.19,46,Clothing,60,12
38451,19,Male,115049,12,PhD,Married,3019.67,8,Clothing,92,9
38452,45,Female,28431,14,PhD,Divorced,3909.33,37,Groceries,65,12
38453,37,Female,49593,39,PhD,Married,610.2,23,Clothing,28,11
38454,55,Female,47098,2,PhD,Married,3772.95,15,Groceries,11,3
38455,61,Male,114007,62,Bachelor's,Married,2813.98,40,Beauty,83,7
38456,33,Female,94837,53,Bachelor's,Divorced,4978.92,16,Clothing,19,14
38457,63,Male,44759,28,PhD,Married,2873.05,47,Furniture,59,3
38458,21,Female,33997,51,High School,Single,2157.56,49,Beauty,52,10
38459,25,Male,20752,24,Bachelor's,Single,3718.65,16,Beauty,45,12
38460,61,Female,56243,51,PhD,Married,2234.23,37,Furniture,26,3
38461,63,Female,54084,83,PhD,Single,2440.13,35,Furniture,23,10
38462,37,Female,28611,14,High School,Married,4757.63,21,Groceries,17,10
38463,43,Female,50172,19,PhD,Divorced,3212.47,23,Clothing,21,7
38464,49,Female,58517,38,Master's,Single,1014.71,39,Groceries,54,1
38465,30,Female,28006,23,Master's,Married,1464.36,9,Furniture,31,13
38466,22,Male,108778,46,Master's,Single,1088.97,40,Clothing,32,4
38467,61,Female,77719,16,Bachelor's,Divorced,4611.44,43,Furniture,81,12
38468,59,Female,75159,71,PhD,Single,2146.14,33,Beauty,15,6
38469,68,Male,69972,17,PhD,Married,3881.77,9,Clothing,13,4
38470,30,Male,42199,30,PhD,Married,4253.36,47,Clothing,65,13
38471,58,Female,69067,8,Master's,Divorced,2623.71,3,Electronics,62,8
38472,28,Male,89826,38,PhD,Married,2742.88,36,Beauty,16,10
38473,54,Male,86082,60,PhD,Married,2297.86,47,Beauty,21,12
38474,49,Male,53152,11,Bachelor's,Single,1320.59,34,Furniture,70,8
38475,62,Male,66761,53,PhD,Single,1356.16,31,Clothing,6,10
38476,59,Male,111072,39,High School,Divorced,4238.3,21,Groceries,84,2
38477,35,Male,90624,29,High School,Married,2135.73,6,Clothing,5,2
38478,46,Male,71225,49,PhD,Single,3474.2,40,Furniture,91,5
38479,32,Female,89482,62,Bachelor's,Divorced,4312.78,28,Furniture,37,12
38480,37,Female,24719,65,PhD,Single,756.45,40,Electronics,20,2
38481,61,Female,48098,29,Master's,Married,4626.85,19,Electronics,89,3
38482,53,Male,99191,74,High School,Divorced,4143.01,49,Furniture,73,4
38483,22,Female,59522,72,Master's,Divorced,1997.43,10,Clothing,3,10
38484,57,Female,71388,31,High School,Single,3239.85,9,Groceries,65,6
38485,54,Female,58524,80,Master's,Divorced,2260.91,7,Groceries,86,3
38486,50,Female,110471,6,Bachelor's,Single,3213.28,3,Beauty,24,13
38487,35,Male,21402,98,PhD,Divorced,4150.49,3,Groceries,27,4
38488,36,Male,73420,78,Bachelor's,Married,2336.48,43,Furniture,11,9
38489,68,Male,22639,95,Master's,Married,1211.96,5,Furniture,98,7
38490,49,Male,49422,51,PhD,Divorced,3136.09,26,Groceries,92,12
38491,59,Male,90249,14,High School,Divorced,4438.52,47,Clothing,54,1
38492,39,Male,64400,16,High School,Divorced,3198.05,23,Groceries,23,7
38493,58,Female,86637,41,Bachelor's,Single,4977.06,10,Electronics,9,10
38494,18,Female,80320,84,High School,Married,2955.63,5,Clothing,1,13
38495,42,Male,35545,42,Master's,Married,3840.8,32,Furniture,90,11
38496,37,Female,112552,22,Bachelor's,Divorced,1591.1,26,Beauty,53,10
38497,52,Female,99993,94,Master's,Divorced,273.84,12,Furniture,67,7
38498,62,Male,98537,42,Bachelor's,Married,545.33,48,Electronics,14,4
38499,23,Female,112350,44,Master's,Single,1487.34,19,Clothing,42,1
38500,23,Male,112313,83,Bachelor's,Married,4829.48,13,Electronics,52,6
38501,67,Female,70073,80,High School,Divorced,4202.95,22,Clothing,55,13
38502,54,Male,95661,77,Master's,Married,621.65,29,Clothing,52,3
38503,66,Male,112454,60,PhD,Divorced,642.42,34,Groceries,86,8
38504,20,Male,71144,70,Bachelor's,Married,4553.19,44,Groceries,99,5
38505,54,Female,44204,96,Bachelor's,Divorced,758.81,33,Furniture,43,3
38506,48,Female,36448,58,Master's,Married,3595.16,21,Groceries,74,6
38507,52,Female,98198,47,Bachelor's,Divorced,3885.16,16,Furniture,48,12
38508,62,Female,110753,22,Bachelor's,Single,2244.41,49,Groceries,71,6
38509,32,Male,112182,21,Bachelor's,Single,2590.5,12,Clothing,55,13
38510,34,Male,108353,91,Bachelor's,Divorced,944.64,14,Beauty,85,10
38511,32,Female,62600,78,High School,Single,3603.8,20,Furniture,87,7
38512,22,Female,112201,37,Bachelor's,Married,990.16,4,Clothing,73,1
38513,39,Female,90825,30,Master's,Divorced,2100.05,37,Groceries,41,7
38514,63,Male,99684,76,Bachelor's,Single,2352.34,48,Beauty,55,3
38515,28,Female,23039,26,Master's,Divorced,3864.85,24,Clothing,52,1
38516,45,Male,42729,8,Bachelor's,Divorced,4288.1,19,Groceries,83,13
38517,31,Female,84021,51,Bachelor's,Married,3656.6,29,Clothing,67,4
38518,56,Female,52215,50,High School,Single,789.21,11,Beauty,78,12
38519,20,Female,98882,73,PhD,Single,1695.14,45,Beauty,14,10
38520,69,Female,119038,19,Bachelor's,Divorced,3897.38,47,Furniture,15,13
38521,59,Male,91723,63,Bachelor's,Divorced,587.16,43,Electronics,27,14
38522,28,Male,60435,47,High School,Divorced,2144.28,9,Beauty,83,7
38523,47,Male,88399,90,Bachelor's,Married,4107.41,31,Clothing,28,8
38524,55,Male,30033,86,High School,Single,1806.24,8,Furniture,65,7
38525,22,Male,58383,26,High School,Divorced,477.64,1,Furniture,35,4
38526,69,Female,96756,82,High School,Married,1483.13,12,Groceries,45,13
38527,39,Female,83674,4,High School,Divorced,4287.73,38,Clothing,33,9
38528,30,Female,28009,80,Master's,Single,521.34,21,Beauty,59,11
38529,61,Male,96890,37,Bachelor's,Single,2497.62,13,Beauty,13,11
38530,68,Male,30016,91,PhD,Single,412.38,11,Beauty,34,10
38531,68,Female,21551,32,Bachelor's,Single,1883.04,3,Clothing,29,7
38532,38,Male,79518,61,Bachelor's,Single,3230.34,9,Beauty,4,10
38533,54,Female,65828,29,Bachelor's,Divorced,4897.38,33,Electronics,17,12
38534,42,Female,74999,64,High School,Single,3651.11,14,Groceries,82,9
38535,69,Female,100299,3,Master's,Single,4904.05,31,Groceries,11,8
38536,38,Male,55951,4,PhD,Single,2328.0,38,Electronics,18,8
38537,45,Male,100090,65,Bachelor's,Divorced,3224.32,27,Groceries,95,14
38538,58,Male,82453,10,Master's,Single,2760.26,37,Beauty,71,12
38539,21,Male,93997,26,High School,Single,1530.37,29,Clothing,10,4
38540,46,Female,52713,89,PhD,Married,3395.6,13,Clothing,34,5
38541,64,Female,60796,40,Master's,Divorced,4578.94,43,Clothing,79,1
38542,52,Female,42478,21,Bachelor's,Divorced,3662.07,13,Beauty,43,10
38543,40,Male,102389,79,PhD,Married,2676.87,13,Furniture,45,4
38544,24,Male,62858,30,Bachelor's,Single,4504.37,23,Furniture,58,5
38545,69,Male,75096,56,Bachelor's,Single,4392.81,8,Groceries,9,1
38546,69,Female,20069,27,High School,Divorced,3845.29,46,Beauty,26,6
38547,63,Male,22170,93,PhD,Married,3386.87,1,Furniture,84,10
38548,63,Male,29842,50,High School,Single,4388.2,49,Furniture,9,2
38549,26,Male,62798,67,Master's,Married,2146.33,15,Electronics,49,10
38550,40,Female,56442,16,Master's,Single,431.91,9,Furniture,6,14
38551,20,Female,93564,21,Master's,Single,1161.11,49,Electronics,63,6
38552,26,Female,39675,43,Master's,Divorced,4187.6,20,Electronics,41,5
38553,21,Female,34482,77,High School,Single,1620.19,13,Furniture,43,4
38554,66,Male,81280,89,High School,Single,4134.71,4,Electronics,75,10
38555,42,Female,35421,67,PhD,Single,2598.03,37,Beauty,35,3
38556,23,Male,29865,86,PhD,Divorced,2350.04,21,Clothing,54,10
38557,65,Female,40535,78,Bachelor's,Married,395.15,8,Beauty,55,4
38558,35,Female,32042,46,PhD,Single,2472.46,22,Beauty,18,5
38559,62,Female,100107,27,High School,Divorced,824.62,44,Furniture,81,9
38560,24,Male,50287,23,PhD,Married,4361.69,19,Groceries,55,6
38561,52,Female,111526,69,PhD,Single,1559.78,27,Furniture,2,14
38562,48,Female,52564,2,High School,Divorced,1522.13,27,Clothing,53,1
38563,55,Male,28003,83,High School,Married,1994.91,40,Beauty,1,6
38564,49,Male,101551,27,High School,Single,803.35,34,Furniture,67,5
38565,52,Female,55515,10,High School,Divorced,1096.2,33,Beauty,87,12
38566,45,Male,90783,90,Bachelor's,Married,3207.58,35,Clothing,98,6
38567,61,Female,53672,98,Bachelor's,Divorced,4828.46,11,Beauty,3,7
38568,22,Female,90576,66,Bachelor's,Divorced,4363.52,49,Clothing,18,6
38569,47,Male,54056,20,Bachelor's,Married,1546.99,21,Groceries,56,14
38570,39,Female,37695,49,Bachelor's,Married,4082.1,9,Beauty,33,1
38571,34,Male,86285,38,Bachelor's,Married,2209.67,15,Furniture,97,9
38572,27,Female,102265,34,High School,Married,4209.75,20,Beauty,20,7
38573,24,Female,82776,60,High School,Single,3931.11,41,Furniture,90,10
38574,21,Female,76363,74,High School,Married,4955.88,17,Electronics,38,3
38575,59,Female,29362,5,Master's,Divorced,1888.74,48,Clothing,80,2
38576,44,Male,53652,76,PhD,Divorced,2497.81,44,Clothing,83,6
38577,24,Male,78410,54,High School,Divorced,4733.3,9,Beauty,80,14
38578,40,Female,25443,17,High School,Single,4020.23,18,Beauty,18,1
38579,28,Male,119647,99,High School,Divorced,4516.39,1,Beauty,94,6
38580,25,Male,109182,58,PhD,Single,3152.39,39,Furniture,11,11
38581,25,Female,22700,34,Master's,Single,940.51,28,Clothing,43,14
38582,54,Female,113421,33,PhD,Divorced,2123.13,48,Furniture,60,4
38583,22,Female,78505,22,High School,Divorced,323.78,6,Electronics,85,7
38584,24,Male,87247,95,Master's,Divorced,2230.18,35,Furniture,30,13
38585,39,Female,53395,86,Master's,Divorced,303.45,28,Electronics,2,6
38586,53,Female,74699,47,PhD,Divorced,4753.3,34,Beauty,89,2
38587,19,Female,86991,4,High School,Single,1304.21,13,Beauty,85,5
38588,41,Male,23783,36,PhD,Divorced,2844.61,33,Beauty,32,14
38589,68,Male,85599,39,Bachelor's,Married,126.33,19,Clothing,35,12
38590,19,Male,45038,40,PhD,Single,1990.29,33,Clothing,62,12
38591,65,Female,76348,69,PhD,Divorced,4803.95,46,Clothing,32,4
38592,29,Male,71697,14,Bachelor's,Married,4323.71,10,Beauty,93,7
38593,64,Male,88935,17,PhD,Married,3356.45,12,Groceries,71,1
38594,59,Female,95784,54,PhD,Single,3981.46,24,Electronics,62,7
38595,43,Female,70710,75,PhD,Married,2937.22,13,Electronics,93,7
38596,55,Male,79702,97,Bachelor's,Married,347.54,35,Furniture,24,4
38597,62,Male,83307,93,Bachelor's,Single,3164.44,41,Clothing,33,1
38598,23,Male,49102,67,Master's,Single,2154.73,30,Electronics,86,3
38599,40,Male,110347,70,Master's,Divorced,3779.29,27,Clothing,21,6
38600,19,Female,91310,84,Master's,Married,1340.95,8,Clothing,32,2
38601,43,Female,112401,75,High School,Divorced,1962.69,39,Groceries,38,1
38602,31,Male,117250,96,High School,Single,201.61,7,Electronics,45,9
38603,35,Female,82428,31,PhD,Single,4365.61,47,Beauty,16,11
38604,55,Female,60505,34,High School,Divorced,2381.77,33,Groceries,40,11
38605,49,Male,48305,72,Bachelor's,Married,2570.19,39,Beauty,18,4
38606,68,Male,73671,6,Master's,Single,3610.79,8,Clothing,67,2
38607,31,Male,106161,16,PhD,Married,2045.49,44,Furniture,71,1
38608,47,Female,72681,3,Bachelor's,Married,2434.41,18,Electronics,49,6
38609,30,Male,114214,40,Master's,Married,159.18,16,Electronics,46,4
38610,57,Male,24817,50,PhD,Married,2886.67,21,Beauty,98,12
38611,48,Female,33545,61,High School,Married,4946.08,24,Electronics,64,10
38612,54,Male,87378,29,Master's,Single,120.82,8,Electronics,83,4
38613,62,Female,38338,31,Master's,Divorced,2414.53,44,Beauty,35,10
38614,55,Male,112005,40,Master's,Married,4918.38,20,Beauty,78,3
38615,39,Female,34867,70,PhD,Married,2520.31,4,Clothing,40,4
38616,45,Female,76888,43,Master's,Single,2997.26,25,Groceries,86,11
38617,36,Male,115177,92,Bachelor's,Single,1888.18,7,Electronics,28,14
38618,60,Male,21676,88,Master's,Divorced,3464.78,30,Electronics,66,4
38619,33,Male,24724,14,Master's,Single,3204.01,9,Beauty,77,5
38620,22,Male,26679,31,PhD,Married,1057.46,41,Furniture,24,2
38621,61,Male,119241,26,PhD,Married,3609.97,48,Furniture,31,2
38622,66,Female,41438,72,Master's,Divorced,4182.33,42,Beauty,10,8
38623,19,Male,41618,24,PhD,Single,4423.75,22,Groceries,82,8
38624,27,Male,30172,65,Master's,Single,568.08,13,Clothing,1,12
38625,64,Male,87914,10,High School,Single,4129.7,26,Beauty,31,6
38626,36,Female,61918,58,Bachelor's,Divorced,4452.94,3,Clothing,9,1
38627,37,Male,112024,96,Master's,Divorced,3942.15,32,Electronics,47,3
38628,46,Female,70579,63,PhD,Married,2988.05,1,Furniture,39,4
38629,42,Female,111919,8,High School,Divorced,905.42,45,Furniture,84,6
38630,34,Male,24642,52,Bachelor's,Single,4518.53,29,Beauty,51,13
38631,68,Male,92140,19,Bachelor's,Married,2151.08,27,Electronics,1,4
38632,68,Female,32013,76,Bachelor's,Married,681.47,47,Furniture,6,7
38633,30,Female,100136,79,Bachelor's,Married,4815.17,45,Beauty,32,5
38634,62,Female,56830,41,PhD,Married,4151.29,8,Furniture,4,8
38635,33,Female,74645,46,High School,Married,4987.34,18,Clothing,63,9
38636,52,Female,21962,11,PhD,Married,638.18,34,Electronics,85,5
38637,53,Male,58422,45,Bachelor's,Single,3527.78,2,Beauty,48,2
38638,56,Female,114384,98,High School,Single,4981.4,32,Beauty,64,14
38639,20,Female,25599,53,PhD,Married,2712.99,18,Clothing,11,9
38640,26,Female,88591,17,Master's,Single,3834.03,47,Electronics,29,3
38641,57,Female,45088,28,PhD,Married,3774.68,12,Beauty,77,13
38642,67,Female,45137,14,High School,Married,280.65,19,Clothing,59,11
38643,63,Male,28193,24,PhD,Single,4430.6,15,Groceries,1,13
38644,69,Male,118383,44,Bachelor's,Single,3934.84,1,Electronics,99,2
38645,46,Female,64186,85,PhD,Divorced,1511.7,4,Groceries,17,8
38646,22,Male,118016,38,Bachelor's,Married,2557.53,45,Beauty,17,10
38647,20,Female,45753,23,PhD,Divorced,3471.13,6,Beauty,38,2
38648,27,Male,53866,71,Bachelor's,Single,2195.82,34,Beauty,49,3
38649,48,Male,44838,48,PhD,Divorced,1889.7,42,Furniture,78,8
38650,28,Male,79045,55,Bachelor's,Divorced,921.67,24,Furniture,82,5
38651,34,Male,30021,91,High School,Single,4691.49,6,Groceries,50,10
38652,57,Female,117944,89,Bachelor's,Single,4292.76,23,Electronics,87,4
38653,58,Male,21715,32,Bachelor's,Divorced,2923.13,43,Clothing,75,3
38654,25,Female,97239,69,High School,Married,4273.65,22,Furniture,18,3
38655,69,Male,87889,8,Bachelor's,Married,4103.08,41,Clothing,75,5
38656,19,Male,24551,21,PhD,Single,754.5,46,Clothing,73,6
38657,21,Male,56187,96,High School,Divorced,2927.73,39,Groceries,98,14
38658,33,Female,75399,28,High School,Divorced,4933.21,8,Furniture,17,3
38659,58,Male,41276,67,PhD,Divorced,3908.18,17,Furniture,27,10
38660,58,Male,27874,36,PhD,Single,676.47,40,Groceries,51,10
38661,38,Male,41539,93,Bachelor's,Divorced,3284.17,25,Beauty,4,3
38662,22,Female,53029,48,High School,Married,2302.62,23,Electronics,98,14
38663,52,Male,59808,25,Master's,Married,3947.25,41,Furniture,96,12
38664,31,Male,24430,32,PhD,Married,1253.64,6,Furniture,6,7
38665,32,Female,46635,85,Master's,Married,4163.48,10,Electronics,74,11
38666,23,Male,116055,25,High School,Married,4601.32,45,Beauty,5,14
38667,33,Male,119199,68,Bachelor's,Single,2920.94,35,Furniture,47,13
38668,40,Female,92447,84,High School,Divorced,1684.59,25,Groceries,52,5
38669,48,Male,29139,81,PhD,Married,3823.41,39,Furniture,47,11
38670,59,Female,111172,42,PhD,Married,4836.36,13,Beauty,75,7
38671,63,Female,111239,66,High School,Single,2914.24,30,Beauty,36,11
38672,29,Female,115798,17,Bachelor's,Married,3953.15,10,Furniture,68,5
38673,58,Male,48099,99,High School,Married,1979.17,3,Groceries,16,14
38674,36,Female,79956,13,High School,Single,2781.74,32,Groceries,99,8
38675,29,Female,118825,44,PhD,Divorced,338.99,46,Electronics,38,5
38676,62,Male,31340,77,High School,Married,564.55,47,Furniture,84,7
38677,30,Male,59686,64,PhD,Divorced,4851.7,47,Furniture,45,2
38678,66,Male,67010,34,Bachelor's,Single,4860.99,1,Electronics,71,14
38679,19,Female,51044,68,Bachelor's,Single,4758.0,18,Clothing,71,13
38680,37,Female,93041,51,Bachelor's,Single,4358.74,24,Clothing,36,10
38681,48,Female,93734,99,Master's,Single,2386.42,31,Clothing,3,10
38682,26,Male,42437,56,High School,Single,1929.74,15,Furniture,97,13
38683,38,Female,99367,15,High School,Single,3306.4,37,Beauty,69,14
38684,25,Female,20870,91,PhD,Divorced,166.21,4,Beauty,15,6
38685,56,Male,20892,56,Bachelor's,Divorced,4579.35,41,Groceries,48,6
38686,54,Female,23188,5,High School,Divorced,1090.05,27,Electronics,77,10
38687,46,Male,68937,55,Bachelor's,Single,4838.54,9,Beauty,6,4
38688,36,Male,102073,10,Bachelor's,Single,792.2,40,Groceries,4,7
38689,52,Female,106277,85,Master's,Single,3935.04,10,Furniture,33,14
38690,62,Female,40305,58,PhD,Single,2793.34,31,Beauty,36,14
38691,55,Female,42329,24,High School,Single,3403.57,21,Furniture,67,1
38692,43,Female,32645,21,High School,Divorced,2349.32,8,Beauty,65,11
38693,28,Male,52777,34,PhD,Divorced,161.61,44,Beauty,52,2
38694,53,Male,56107,95,High School,Married,3236.2,22,Clothing,55,12
38695,52,Female,64060,41,PhD,Divorced,3796.22,41,Electronics,37,2
38696,21,Male,52148,80,PhD,Divorced,2805.43,46,Beauty,35,13
38697,20,Male,26164,27,Master's,Single,874.58,49,Beauty,76,4
38698,62,Female,111994,86,High School,Married,843.0,45,Beauty,69,4
38699,64,Male,93001,63,Master's,Divorced,108.37,25,Electronics,98,13
38700,29,Female,87403,64,High School,Divorced,1556.73,33,Furniture,84,8
38701,49,Female,111901,68,PhD,Married,183.14,34,Clothing,62,2
38702,64,Male,40721,53,Master's,Married,247.64,2,Furniture,5,12
38703,43,Female,49554,59,PhD,Married,1206.96,16,Clothing,80,5
38704,60,Male,93307,29,Master's,Single,4851.86,16,Clothing,15,2
38705,60,Male,78893,10,PhD,Divorced,4369.17,31,Beauty,36,2
38706,30,Male,52364,62,PhD,Married,2957.72,33,Furniture,67,1
38707,61,Male,107704,93,Bachelor's,Married,4966.88,12,Beauty,84,2
38708,55,Female,86214,51,High School,Divorced,2840.12,15,Electronics,38,4
38709,46,Female,34906,29,Bachelor's,Married,879.95,30,Clothing,44,8
38710,69,Male,70877,28,Bachelor's,Married,3385.77,17,Groceries,5,14
38711,68,Male,55278,65,PhD,Single,313.64,42,Furniture,66,1
38712,36,Female,99002,57,High School,Married,1890.33,14,Beauty,58,13
38713,52,Female,70536,57,PhD,Divorced,4205.35,10,Electronics,57,14
38714,65,Male,53762,66,PhD,Married,1847.33,11,Clothing,67,1
38715,58,Female,116900,4,Bachelor's,Divorced,4224.19,38,Clothing,75,4
38716,44,Male,35491,9,PhD,Single,4247.34,24,Beauty,61,9
38717,63,Female,42195,4,High School,Divorced,394.43,6,Beauty,66,1
38718,48,Male,68468,40,High School,Married,4457.03,18,Electronics,60,10
38719,20,Female,74004,29,PhD,Married,2519.87,12,Furniture,2,1
38720,52,Female,102259,93,Bachelor's,Married,4730.46,3,Groceries,66,13
38721,41,Female,47909,32,PhD,Divorced,2470.85,4,Clothing,50,11
38722,69,Male,64316,45,PhD,Married,2107.3,5,Clothing,6,2
38723,24,Male,30855,99,Bachelor's,Divorced,2450.37,13,Groceries,83,12
38724,68,Male,79970,20,Bachelor's,Divorced,3644.58,21,Furniture,91,8
38725,52,Female,104515,29,High School,Married,215.04,49,Furniture,86,5
38726,38,Male,119696,81,Bachelor's,Married,3130.06,27,Beauty,67,6
38727,18,Female,110148,93,Master's,Married,4593.87,21,Furniture,99,14
38728,61,Male,75472,20,Master's,Single,3130.1,14,Groceries,1,2
38729,23,Male,60024,94,PhD,Divorced,1709.6,47,Beauty,32,13
38730,56,Male,44299,32,Bachelor's,Divorced,246.07,44,Furniture,71,8
38731,51,Female,36354,86,PhD,Married,156.44,4,Electronics,91,7
38732,35,Male,32472,29,High School,Divorced,2132.62,27,Beauty,52,5
38733,42,Female,76980,43,Bachelor's,Single,102.54,41,Furniture,29,12
38734,32,Female,111896,87,High School,Single,905.23,15,Electronics,51,10
38735,64,Female,62870,6,PhD,Single,4885.05,48,Groceries,73,11
38736,49,Female,90666,15,Bachelor's,Divorced,435.48,49,Electronics,23,1
38737,59,Male,89989,96,High School,Divorced,3731.22,40,Clothing,32,7
38738,66,Female,23216,80,PhD,Married,4468.64,33,Groceries,4,7
38739,67,Female,80220,8,PhD,Married,283.9,39,Electronics,75,4
38740,35,Male,25074,23,High School,Single,4795.38,24,Electronics,25,5
38741,48,Female,110780,15,PhD,Divorced,2745.29,38,Beauty,24,10
38742,46,Female,94828,33,Master's,Single,1124.98,35,Groceries,94,12
38743,32,Male,111492,75,Bachelor's,Single,1644.37,11,Beauty,50,2
38744,40,Female,32100,57,PhD,Divorced,4905.28,26,Electronics,60,5
38745,55,Male,105554,89,High School,Single,1656.54,43,Groceries,28,1
38746,58,Female,58542,40,Master's,Married,3667.7,32,Electronics,73,14
38747,28,Female,115235,79,PhD,Divorced,1415.98,3,Groceries,99,4
38748,32,Male,102942,9,Bachelor's,Divorced,2658.02,47,Furniture,1,3
38749,40,Female,55266,33,PhD,Married,1783.17,12,Electronics,10,4
38750,20,Male,71703,77,Master's,Divorced,3479.48,38,Furniture,37,10
38751,36,Female,92348,25,Bachelor's,Divorced,1371.14,15,Clothing,54,12
38752,18,Male,115194,52,Bachelor's,Divorced,1317.01,9,Beauty,96,10
38753,41,Female,55957,90,Master's,Single,1817.41,48,Clothing,56,3
38754,66,Male,32770,27,PhD,Divorced,2644.35,18,Electronics,46,9
38755,28,Female,103000,53,PhD,Divorced,2268.56,15,Electronics,19,7
38756,47,Female,44964,49,Bachelor's,Single,2732.37,8,Electronics,9,14
38757,67,Male,44335,62,Master's,Divorced,1566.75,7,Clothing,57,13
38758,28,Female,55668,75,High School,Married,1208.78,42,Beauty,78,6
38759,56,Female,32061,98,Master's,Married,2579.59,41,Groceries,19,4
38760,18,Female,41745,98,PhD,Single,1524.13,46,Furniture,70,2
38761,29,Male,76066,37,High School,Single,4962.51,32,Electronics,76,6
38762,21,Female,58308,9,PhD,Married,2176.98,26,Groceries,25,7
38763,42,Female,70534,53,Master's,Single,2787.33,47,Clothing,14,1
38764,25,Female,87586,90,High School,Divorced,2587.5,22,Clothing,87,14
38765,32,Male,42201,56,Master's,Divorced,4060.77,3,Groceries,13,9
38766,60,Male,104551,67,Master's,Divorced,512.38,7,Electronics,22,5
38767,47,Male,46260,83,High School,Married,2092.72,46,Clothing,63,4
